id,name,district,region,ig_address,game_x,game_y,real_life,real_lat,real_lng,tags,ingame_photo,reallife_photo
L427,?,,Vice City International Airport,"?, Vice City International Airport",-3255.2901577000034,-545.5399006834875,"MIA Radar Tower, 2100 NW 42nd Ave, Miami, FL 33142, USA",25.7923496,-80.28230590000001,transportation,landmarks/Vice_City_International_Airport/L427_unnamed_ingame.jpg,landmarks/Vice_City_International_Airport/L427_unnamed_reallife.jpg
L428,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1833.3594718311463,1487.9602997983666,"Collins Park, 2100 Collins Ave, Miami Beach, FL 33140, USA",25.7971165,-80.1291596,,,landmarks/Vice_Beach/L428_unnamed_reallife.jpg
L429,?,,Vice City,"?, Vice City",-740.7259163289241,-705.1297609126127,"Brickell Ave Drawbridge, 427-417 US-41, Miami, FL 33131, USA",25.7699315,-80.1899365,transportation,,landmarks/Vice_City/L429_unnamed_reallife.jpg
L430,?,,Mariana County,"?, Mariana County",-6966.061068530955,-956.8215644498172,"Cape Romano Dome House, R8W9+4G, Marco Island, FL 34145, USA",25.8451805,-81.6812035,demolished events landmark,,landmarks/Mariana_County/L430_unnamed_reallife.jpg
L431,Leaf Links Golf Club?,Leaf Links,Vice Beach,"Leaf Links Golf Club?, Leaf Links, Vice Beach",712.2404163947342,2294.5552144070684,"Indian Creek Country Club, 55 Indian Creek Island Rd, Indian Creek, FL 33154, USA",25.8756644,-80.1412856,l1 leisure,landmarks/Vice_Beach/L431_Leaf_Links_Golf_Club_ingame.jpg,landmarks/Vice_Beach/L431_Leaf_Links_Golf_Club_reallife.jpg
L432,Port Vice City Tunnel,,Vice City,"Port Vice City Tunnel, Vice City",284.6845126995504,246.49486672740989,"Port of Miami Tunnel, FL-887, Miami, FL 33132, USA",25.7753882,-80.1728783,transportation,,landmarks/Vice_City/L432_Port_Vice_City_Tunnel_reallife.jpg
L433,?,,Gloriana Key,"?, Gloriana Key",813.873534944872,-1285.079204678425,"Central District Wastewater Treatment Plant, Miami, FL 33149, USA",25.7450809,-80.1535571,utilities,landmarks/Gloriana_Key/L433_unnamed_ingame.jpg,landmarks/Gloriana_Key/L433_unnamed_reallife.jpg
L434,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1862.502,1075,"1644 Collins Ave, Miami Beach, FL 33139, USA",25.7905116,-80.1302399,,,landmarks/Vice_Beach/L434_unnamed_reallife.jpg
L435,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1844,1144,"1600 Washington Ave, Miami Beach, FL 33139, USA",25.7892652,-80.1320195,//duplicate-of-1142,,
L436,? Concert Hall,Bayside,Vice City,"? Concert Hall, Catalan Blvd, Bayside, Vice City",-376.37300000000005,733.6390000000001,"Knight Concert Hall, 1300 Biscayne Blvd, Miami, FL 33132, USA",25.7878321,-80.18878169999999,leisure,landmarks/Vice_City/L436_Concert_Hall_ingame.jpg,landmarks/Vice_City/L436_Concert_Hall_reallife.jpg
L437,Palaestra Tower,Bayside,Vice City,"Palaestra Tower, Catalan Blvd, Bayside, Vice City",-456.001,701.1570000000002,"Sears Tower, 1300 US-1, Miami, FL 33132, USA",25.7873551,-80.1893676,landmark,landmarks/Vice_City/L437_Palaestra_Tower_ingame.jpg,landmarks/Vice_City/L437_Palaestra_Tower_reallife.jpg
L438,?,,Vice City,"?, Vice City",17.64099999999962,114.35849999999999,"Skyviews Miami Observation Wheel, 401 Biscayne Blvd, Miami, FL 33132, USA",25.7770198,-80.184519,leisure,landmarks/Vice_City/L438_unnamed_ingame.jpg,landmarks/Vice_City/L438_unnamed_reallife.jpg
L439,?,,Vice City,"?, Vice City",-71.71086544432819,-490.0328006719589,"Port Miami Bridge, Port Blvd, Miami, FL 33132, USA",25.779865,-80.1831103,transportation,,landmarks/Vice_City/L439_unnamed_reallife.jpg
L440,?,,Vice City,"?, Vice City",-94.83899999999994,-13.58099999999996,"Hard Rock Cafe, 401 Biscayne Blvd, Miami, FL 33132, USA",25.7775106,-80.184461,leisure,landmarks/Vice_City/L440_unnamed_ingame.jpg,landmarks/Vice_City/L440_unnamed_reallife.jpg
L441,Vice City Arts Center Metro Station,Downtown,Vice City,"Vice City Arts Center Metro Station, Downtown, Vice City",-557.2288509571432,768.6179942107129,"Adrienne Arsht Metromover Station, Miami, FL 33132, USA",25.789452,-80.18794299999999,transportation,landmarks/Vice_City/L441_Vice_City_Arts_Center_Metro_Station_ingame.jpg,landmarks/Vice_City/L441_Vice_City_Arts_Center_Metro_Station_reallife.jpg
L442,?,Peacock Bay,Vice City,"?, SW 9th Ave, Peacock Bay, Vice City",-1339.567,-2082.7219999999998,"Park Grove Condominium, 2831 S Bayshore Dr, Coconut Grove, FL 33133, USA",25.7294045,-80.23876179999999,residential,landmarks/Vice_City/L442_unnamed_ingame.jpg,landmarks/Vice_City/L442_unnamed_reallife.jpg
L443,?,Peacock Bay,Vice City,"?, SW 9th Ave, Peacock Bay, Vice City",-1343.2520000000002,-2015.9945,"Park Grove Condominium, 2831 S Bayshore Dr, Coconut Grove, FL 33133, USA",25.7294045,-80.23876179999999,residential,landmarks/Vice_City/L443_unnamed_ingame.jpg,landmarks/Vice_City/L443_unnamed_reallife.jpg
L444,?,,Mariana County,"?, Mariana County",-324.0091525641941,-3443.2899653257386,"Stiltsville, Crandon Blvd, Key Biscayne, FL 33149, USA",25.6545537,-80.17447349999999,,landmarks/Mariana_County/L444_unnamed_ingame.jpg,
L445,Presidential Bunker,,Leonard County,"Presidential Bunker, Leonard County",153.87937602133934,5282.01833118875,"Detachment Hotel, Peanut Island Park, 6500 Peanut Island Rd, Riviera Beach, FL 33404, USA",26.7715692,-80.0460434,events unconfirmed,,
L446,?,,Leonard County,"?, Leonard County",1240.3331508999513,4149.047299823105,"Osborne Reef, 4W4P+X2, Fort Lauderdale, FL, USA",26.1074722,-80.0649444,events,,
L447,Underwater Research Station,,Mariana County,"Underwater Research Station, Mariana County",-1999,-6666,"Aquarius Research Station, Key Largo, FL, USA",24.950119,-80.4535977,events,landmarks/Mariana_County/L447_Underwater_Research_Station_ingame.jpg,landmarks/Mariana_County/L447_Underwater_Research_Station_reallife.jpg
L448,?,Rockridge,Vice City,"?, Rockridge, Vice City",-1400.2832554268093,1097.3262756740446,"First Base Garage, 1502 NW 4th St, Miami, FL 33125, USA",25.7766723,-80.2206246,l1 transportation,landmarks/Vice_City/L448_unnamed_ingame.jpg,landmarks/Vice_City/L448_unnamed_reallife.jpg
L449,What's Cooking,Crosstown,Vice City,"What's Cooking, Crosstown, Vice City",-653.751,1265.0735,"1300 N Miami Ave, Miami, FL 33136, USA",25.7871135,-80.19434989999999,,landmarks/Vice_City/L449_Whats_Cooking_ingame.jpg,landmarks/Vice_City/L449_Whats_Cooking_reallife.jpg
L450,?,Crosstown,Vice City,"?, Crosstown, Vice City",-625.011,1240.9199999999998,"1306 N Miami Ave, Miami, FL 33136, USA",25.7873013,-80.1942519,,landmarks/Vice_City/L450_unnamed_ingame.jpg,landmarks/Vice_City/L450_unnamed_reallife.jpg
L451,?,Crosstown,Vice City,"?, Crosstown, Vice City",-635.406,1279.0155,"1317 N Miami Ave, Miami, FL 33136, USA",25.787584,-80.193828,l1,landmarks/Vice_City/L451_unnamed_ingame.jpg,landmarks/Vice_City/L451_unnamed_reallife.jpg
L452,?,Crosstown,Vice City,"?, Crosstown, Vice City",-709.1610000000001,1301.9009999999998,"1360 NW 1st Ct, Miami, FL 33136, USA",25.7878992,-80.1975099,demolished,landmarks/Vice_City/L452_unnamed_ingame.jpg,landmarks/Vice_City/L452_unnamed_reallife.jpg
L453,?,Crosstown,Vice City,"?, Crosstown, Vice City",-716.5165,1247.4859999999999,"1351 NW 1st Ct, Miami, FL 33136, USA",25.7880099,-80.1971176,,landmarks/Vice_City/L453_unnamed_ingame.jpg,landmarks/Vice_City/L453_unnamed_reallife.jpg
L454,?,Crosstown,Vice City,"?, Crosstown, Vice City",-747.6610000000001,1190.8345,"1811 NW 4th Ct, Miami, FL 33136, USA",25.7929753,-80.20221699999999,l4,landmarks/Vice_City/L454_unnamed_ingame.jpg,landmarks/Vice_City/L454_unnamed_reallife.jpg
L455,?,Crosstown,Vice City,"?, Crosstown, Vice City",-741.9999999999999,1250,"1348 NW 1st Ct, Miami, FL 33125, USA",25.7876407,-80.1974207,l2,landmarks/Vice_City/L455_unnamed_ingame.jpg,landmarks/Vice_City/L455_unnamed_reallife.jpg
L456,Vice City Sign,,Vice City International Airport,"Vice City Sign, Vice City International Airport",-3770.5065,-458.0835,"Ficticious Miami Sign, Miami, FL 33142, USA",25.8358462,-80.3154785,fictional landmark,landmarks/Vice_City_International_Airport/L456_Vice_City_Sign_ingame.jpg,landmarks/Vice_City_International_Airport/L456_Vice_City_Sign_reallife.jpg
L457,?,Downtown,Vice City,"?, Downtown, Vice City",-822.9814999999999,-664.714,"Hyatt Regency Miami, 400 S, 400 SE 2nd Ave, Miami, FL 33131, USA",25.770728,-80.19062989999999,hotel l4,landmarks/Vice_City/L457_unnamed_ingame.jpg,landmarks/Vice_City/L457_unnamed_reallife.jpg
L458,?,Tequesta,Vice City,"?, Tequesta, Vice City",-442.3319999999999,-837.578,"Icon Brickell, 475 Brickell Ave, Miami, FL 33131, USA",25.7683507,-80.1889775,residential,landmarks/Vice_City/L458_unnamed_ingame.jpg,landmarks/Vice_City/L458_unnamed_reallife.jpg
L459,?,Tequesta,Vice City,"?, Tequesta, Vice City",-540.8707443993305,-869.4117066979608,"First Miami Presbyterian Church, 609 Brickell Ave, Miami, FL 33131, USA",25.767688,-80.189664,public,,landmarks/Vice_City/L459_unnamed_reallife.jpg
L460,?,,Vice City,"?, Vice City",-2108.2322531998316,4.0111038563243255,"Embassy Suites Miami Airport, 3974 NW S River Dr, Miami, FL 33142, USA",25.8066574,-80.2615857,hotel l4,landmarks/Vice_City/L460_unnamed_ingame.jpg,landmarks/Vice_City/L460_unnamed_reallife.jpg
L461,?,Tequesta,Vice City,"?, Tequesta, Vice City",-872.4437729439131,-818.0982038292517,"Neo Vertika Building, Neo Vertika, Miami, FL 33130, USA",25.7680994,-80.1959775,residential,,landmarks/Vice_City/L461_unnamed_reallife.jpg
L462,? (W),Downtown,Vice City,"? (W), Downtown, Vice City",-384.21699999999987,-625.273,"One Miami Condominium - West Tower, 325 S Biscayne Blvd, Miami, FL 33131, USA",25.7713767,-80.186353,residential,landmarks/Vice_City/L462_W_ingame.jpg,landmarks/Vice_City/L462_W_reallife.jpg
L463,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1753.5,361.4999999999999,"The Wolfsonian, 1001 Washington Ave, Miami Beach, FL 33139, USA",25.780896,-80.13243419999999,,,landmarks/Vice_Beach/L463_unnamed_reallife.jpg
L464,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1623.766870350662,258.35404334253155,"Fifth and Alton, 1100 5th St, Miami Beach, FL 33139, USA",25.7754878,-80.14009089999999,,landmarks/Vice_Beach/L464_unnamed_ingame.jpg,landmarks/Vice_Beach/L464_unnamed_reallife.jpg
L465,Lake,,Leonard County,"Lake, Leonard County",-242.65712590721682,2652.485331649515,,,,,,
L466,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1610.385,1145.707,"1442 Jefferson Ave, Miami Beach, FL 33139, USA",25.7868428,-80.1376769,residential,landmarks/Vice_Beach/L466_unnamed_ingame.jpg,landmarks/Vice_Beach/L466_unnamed_reallife.jpg
L467,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1567,1294,"1000 Lincoln Rd, Miami Beach, FL 33139, USA",25.790169,-80.139055,l1,landmarks/Vice_Beach/L467_unnamed_ingame.jpg,landmarks/Vice_Beach/L467_unnamed_reallife.jpg
L468,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1563.748,1346.248,"1035 Lincoln Rd, Miami Beach, FL 33139, USA",25.7908426,-80.1394565,l1 demolished retail,landmarks/Vice_Beach/L468_unnamed_ingame.jpg,landmarks/Vice_Beach/L468_unnamed_reallife.jpg
L469,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1605.7288956844739,1348.6960700211293,"942 Lincoln Rd, Miami Beach, FL 33139, USA",25.7903521,-80.13863870000002,,landmarks/Vice_Beach/L469_unnamed_ingame.jpg,landmarks/Vice_Beach/L469_unnamed_reallife.jpg
L470,Lombank,Ocean Beach,Vice Beach,"Lombank, Ocean Beach, Vice Beach",1760,1305,"Lincoln Building, 350 Lincoln Rd, Miami Beach, FL 33139, USA",25.7903484,-80.1316293,,landmarks/Vice_Beach/L470_Lombank_ingame.jpg,landmarks/Vice_Beach/L470_Lombank_reallife.jpg
L471,?,,Catalan Bay,"?, Catalan Bay",-133.8411750038474,1377.1639554733736,"Pace Picnic Island, Miami, FL 33139, USA",25.7982341,-80.17686979999999,natural unconfirmed,landmarks/Catalan_Bay/L471_unnamed_ingame.jpg,landmarks/Catalan_Bay/L471_unnamed_reallife.jpg
L472,Waste Transfer Services,,Ambrosia,"Waste Transfer Services, Ambrosia",-2351.482932556112,2633.5531759929936,"Wheelabrator South Broward, 4400 South State Road 7, Fort Lauderdale, FL 33314, USA",26.069113,-80.204796,industrial,landmarks/Ambrosia/L472_Waste_Transfer_Services_ingame.jpg,landmarks/Ambrosia/L472_Waste_Transfer_Services_reallife.jpg
L473,?,Bayside,Vice City,"?, Bayside, Vice City",-379.8284610211791,1375.8707125917208,"22 Biscayne Bay, 615 NE 22nd St APT 203, Miami, FL 33137, USA",25.7984323,-80.1861674,l4,landmarks/Vice_City/L473_unnamed_ingame.jpg,landmarks/Vice_City/L473_unnamed_reallife.jpg
L474,?,Crosstown,Vice City,"?, Crosstown, Vice City",-487.1507285217259,1261.2559483980617,"The Crimson, 601 NE 27th St, Miami, FL 33137, USA",25.803023,-80.1865444,construction,landmarks/Vice_City/L474_unnamed_ingame.jpg,landmarks/Vice_City/L474_unnamed_reallife.jpg
L475,?,Crosstown,Vice City,"?, Crosstown, Vice City",-472.69446322379815,1218.9317204733493,"419 NE 4th Ave, Miami, FL 33132, USA",25.7951098,-80.1876283,#safehouse demolished enterable residential,landmarks/Vice_City/L475_unnamed_ingame.jpg,landmarks/Vice_City/L475_unnamed_reallife.jpg
L476,?,,Vice City International Airport,"?, Vice City International Airport",-1896.314797378837,-361.10559102021523,,,,l1,landmarks/Vice_City_International_Airport/L476_unnamed_ingame.jpg,
L477,Allied Air Hangar,,Vice City International Airport,"Allied Air Hangar, Vice City International Airport",-2145.8726849477207,-536.369663794249,"American Airlines Aircraft Maintenance Hangar, Building 3095, NW 22nd St, Miami, FL 33126, USA",25.7975915,-80.270138,l1,landmarks/Vice_City_International_Airport/L477_Allied_Air_Hangar_ingame.jpg,landmarks/Vice_City_International_Airport/L477_Allied_Air_Hangar_reallife.jpg
L478,Glamour Clothing,Stockyard,Vice City,"Glamour Clothing, Stockyard, Vice City",-436.582,1695.6919999999998,"2401 NW 5th Ave Unit 2-3, Miami, FL 33127, USA",25.8001034,-80.20292769999999,l4,landmarks/Vice_City/L478_Glamour_Clothing_ingame.jpg,landmarks/Vice_City/L478_Glamour_Clothing_reallife.jpg
L479,?,Stockyard,Vice City,"?, Stockyard, Vice City",-397.59152587388826,1680.540635094383,"2337 NW 5th Ave, Miami, FL 33127, USA",25.7997139,-80.20276179999999,l1,landmarks/Vice_City/L479_unnamed_ingame.jpg,landmarks/Vice_City/L479_unnamed_reallife.jpg
L480,?,Stockyard,Vice City,"?, Stockyard, Vice City",-382.83900000000017,1713.9985,"Wynwood Walls, 2516 NW 2nd Ave, Miami, FL 33127, USA",25.8010178,-80.1993841,,landmarks/Vice_City/L480_unnamed_ingame.jpg,landmarks/Vice_City/L480_unnamed_reallife.jpg
L481,?,Stockyard,Vice City,"?, Stockyard, Vice City",-407.82500000000005,1737.8279999999997,"454 NW 24th St, Miami, FL 33127, USA",25.8000201,-80.2023892,,landmarks/Vice_City/L481_unnamed_ingame.jpg,landmarks/Vice_City/L481_unnamed_reallife.jpg
L482,?,Stockyard,Vice City,"?, Stockyard, Vice City",-344.5,1775,"295 NW 26th St, Miami, FL 33127, USA",25.8016456,-80.2008877,retail,landmarks/Vice_City/L482_unnamed_ingame.jpg,landmarks/Vice_City/L482_unnamed_reallife.jpg
L483,?,Stockyard,Vice City,"?, Stockyard, Vice City",-434.10207751952737,1748.684839603011,"426 NW 25th St, Miami, FL 33127, USA",25.800417,-80.20256429999999,//address-ambiguous l1,landmarks/Vice_City/L483_unnamed_ingame.jpg,landmarks/Vice_City/L483_unnamed_reallife.jpg
L484,?,Stockyard,Vice City,"?, Stockyard, Vice City",-409.0318706945035,1815.9998516876497,"2750 NW 3rd Ave, Miami, FL 33127, USA",25.8023878,-80.2017158,l4,landmarks/Vice_City/L484_unnamed_ingame.jpg,landmarks/Vice_City/L484_unnamed_reallife.jpg
L485,Goliath?,Crosstown,Vice City,"Goliath?, Crosstown, Vice City",-511.732699354751,1622.5199299101357,"Titan America, 1801 NW Miami Ct, Miami, FL 33136, USA",25.7932869,-80.19533059999999,industrial l4,landmarks/Vice_City/L485_Goliath_ingame.jpg,landmarks/Vice_City/L485_Goliath_reallife.jpg
L486,?,Bayside,Vice City,"?, Bayside, Vice City",-244.98029267390314,731.1388386047697,"Pérez Art Museum Miami, 1103 Biscayne Blvd, Miami, FL 33132, USA",25.7859307,-80.1861912,leisure,landmarks/Vice_City/L486_unnamed_ingame.jpg,landmarks/Vice_City/L486_unnamed_reallife.jpg
L487,?,La Perle,Vice City,"?, La Perle, Vice City",-1083.1960519260988,1406.5924369321654,"7900 NE 2nd Ave, Miami, FL 33138, USA",25.8478309,-80.1932582,construction,landmarks/Vice_City/L487_unnamed_ingame.jpg,landmarks/Vice_City/L487_unnamed_reallife.jpg
L488,?,Stockyard,Vice City,"?, Stockyard, Vice City",,,"184 NW 26th St, Miami, FL 33127, USA",25.8012332,-80.1988291,,landmarks/Vice_City/L488_unnamed_ingame.jpg,landmarks/Vice_City/L488_unnamed_reallife.jpg
L489,?,Crosstown,Vice City,"?, Crosstown, Vice City",-361,1605.5,"2800 Biscayne Blvd, Miami, FL 33137, USA",25.8037711,-80.1896424,l1,landmarks/Vice_City/L489_unnamed_ingame.jpg,landmarks/Vice_City/L489_unnamed_reallife.jpg
L490,Going Spare,Crosstown,Vice City,"Going Spare, Crosstown, Vice City",-638.3539999999998,1473.9519999999998,"31 NE 17th St, Miami, FL 33132, USA",25.7918599,-80.1941554,l4 unconfirmed,landmarks/Vice_City/L490_Going_Spare_ingame.jpg,landmarks/Vice_City/L490_Going_Spare_reallife.jpg
L491,Shunters,Crosstown,Vice City,"Shunters, Crosstown, Vice City",-665.1240597763003,1433.6167378569503,,,,l4,landmarks/Vice_City/L491_Shunters_ingame.jpg,
L492,?,Crosstown,Vice City,"?, Crosstown, Vice City",-647.404,1404.0839999999998,"240 NW 17th St, Miami, FL 33136, USA",25.7914665,-80.1997071,l4,landmarks/Vice_City/L492_unnamed_ingame.jpg,landmarks/Vice_City/L492_unnamed_reallife.jpg
L493,Kirkwood Distribution,Crosstown,Vice City,"Kirkwood Distribution, Crosstown, Vice City",-671.1009999999999,1372.0805,,,,l2,landmarks/Vice_City/L493_Kirkwood_Distribution_ingame.jpg,
L494,?,Crosstown,Vice City,"?, NE 4th Ave, Crosstown, Vice City",-616.5459999999998,1378.7079999999999,"1700 NW 2nd Ct, Miami, FL 33136, USA",25.791789,-80.1994026,l1,landmarks/Vice_City/L494_unnamed_ingame.jpg,landmarks/Vice_City/L494_unnamed_reallife.jpg
L495,?,Crosstown,Vice City,"?, NE 4th Ave, Crosstown, Vice City",-675.5509999999999,1332.4004999999997,"220 NW 21st St, Miami, FL 33127, USA",25.7965635,-80.1993942,l2,landmarks/Vice_City/L495_unnamed_ingame.jpg,landmarks/Vice_City/L495_unnamed_reallife.jpg
L496,?,Crosstown,Vice City,"?, Crosstown, Vice City",-556.183,1293.2405,"Filling Station Lofts, 1657 N Miami Ave, Miami, FL 33136, USA",25.7914077,-80.19426279999999,l1 construction,landmarks/Vice_City/L496_unnamed_ingame.jpg,landmarks/Vice_City/L496_unnamed_reallife.jpg
L497,?,Tequesta Retreat,Vice City,"?, Tequesta Retreat, Vice City",-322.9110748608428,-1046.147207930792,"501 Brickell Key Dr, Miami, FL 33131, USA",25.7664007,-80.1857768,,,landmarks/Vice_City/L497_unnamed_reallife.jpg
L498,?,Tequesta,Vice City,"?, Tequesta, Vice City",-693.9019999999998,-1134.152,"The Four Ambassadors, 801 Brickell Bay Dr, Miami, FL 33131, USA",25.7651373,-80.1888817,,landmarks/Vice_City/L498_unnamed_ingame.jpg,landmarks/Vice_City/L498_unnamed_reallife.jpg
L499,Ficroth Capital,Tequesta,Vice City,"Ficroth Capital, Tequesta, Vice City",-834.5626907368624,-1202.3259527539933,"1401 Brickell Ave, Miami, FL 33131, USA",25.7598498,-80.1919822,demolished office,landmarks/Vice_City/L499_Ficroth_Capital_ingame.jpg,landmarks/Vice_City/L499_Ficroth_Capital_reallife.jpg
L500,?,Tequesta,Vice City,"?, Tequesta, Vice City",-755.006921477871,-1213.1319364402987,"The Sail on Brickell, 170 SE 14th St, Miami, FL 33131, USA",25.7597362,-80.1907397,,landmarks/Vice_City/L500_unnamed_ingame.jpg,landmarks/Vice_City/L500_unnamed_reallife.jpg
L501,Lombank,Tequesta,Vice City,"Lombank, Tequesta, Vice City",-1114.390809163116,-1479.324702286067,"1200 Brickell Ave, Miami, FL 33131, USA",25.7619992,-80.1923449,office,landmarks/Vice_City/L501_Lombank_ingame.jpg,landmarks/Vice_City/L501_Lombank_reallife.jpg
L502,?,Downtown,Vice City,"?, Downtown, Vice City",-547.0719999999999,-468.226,"Legacy Parking Company, 200 Biscayne Blvd, Miami, FL 33131, USA",25.7722149,-80.1885034,l4 transportation,landmarks/Vice_City/L502_unnamed_ingame.jpg,landmarks/Vice_City/L502_unnamed_reallife.jpg
L503,?,,Key Lento,"?, Key Lento",-1901.6110439926333,-5402.965848415023,,,,residential,landmarks/Key_Lento/L503_unnamed_ingame.jpg,
L504,"""House B""",,Key Lento,"""House B"", Key Lento",-2307.8445,-5531.032999999999,,,,residential,landmarks/Key_Lento/L504_House_B_ingame.jpg,
L505,"""House C""",,Key Lento,"""House C"", Key Lento",-2298.6890000000003,-5488.0665,,,,l4,landmarks/Key_Lento/L505_House_C_ingame.jpg,
L506,"""House D""",,Key Lento,"""House D"", Key Lento",-2289.9320000000002,-5472.755,"465 Big Pine Rd, Key Largo, FL 33037, USA",25.1737237,-80.37736079999999,l4 unconfirmed,landmarks/Key_Lento/L506_House_D_ingame.jpg,landmarks/Key_Lento/L506_House_D_reallife.jpg
L507,? (N),Peacock Bay,Vice City,"? (N), Peacock Bay, Vice City",-1146.5094082006262,-1982.3571945689116,"Grove at Grand Bay Condominium, 2669 S Bayshore Dr, Miami, FL 33133, USA",25.730319,-80.2367699,residential,,landmarks/Vice_City/L507_N_reallife.jpg
L508,? (N),Peacock Bay,Vice City,"? (N), Peacock Bay, Vice City",-1231.7330365375076,-1956.566977113249,"The Ritz-Carlton Coconut Grove, 3300 SW 27th Ave, Miami, FL 33133, USA",25.7304471,-80.2380563,hotel,,landmarks/Vice_City/L508_N_reallife.jpg
L509,?,,Gloriana Key,"?, Gloriana Key",599.3887404174134,-1835.577040810501,"Miami Marine Stadium, 3501 Rickenbacker Cswy, Miami, FL 33149, USA",25.7423333,-80.1708955,leisure,landmarks/Gloriana_Key/L509_unnamed_ingame.jpg,landmarks/Gloriana_Key/L509_unnamed_reallife.jpg
L510,?,,Kelly County,"?, Kelly County",-3612.409835408488,734.1606304380084,"The Pit Bar-B-Q, 16400 SW 8th St, Miami, FL 33194, USA",25.7605659,-80.4616077,,landmarks/Kelly_County/L510_unnamed_ingame.jpg,landmarks/Kelly_County/L510_unnamed_reallife.jpg
L511,Hoodwinks Bar,Salton,Vice City,"Hoodwinks Bar, Salton, Vice City",-644.9960000000001,1173.415,"378 NW 5th St, Miami, FL 33128, USA",25.7786581,-80.2010877,leisure unconfirmed,landmarks/Vice_City/L511_Hoodwinks_Bar_ingame.jpg,landmarks/Vice_City/L511_Hoodwinks_Bar_reallife.jpg
L512,Redneck Yacht Club,,Kelly County,"Redneck Yacht Club, Kelly County",-4006.5799720261084,4756.297,"Redneck Mud Park, 44570 Bermont Rd, Punta Gorda, FL 33982, USA",26.9599518,-81.7223144,leisure,landmarks/Kelly_County/L512_Redneck_Yacht_Club_ingame.jpg,
L513,Radio Mast,,Kelly County,"Radio Mast, Kelly County",-5271.113832604613,3273.7826323737563,,,,,landmarks/Kelly_County/L513_Radio_Mast_ingame.jpg,landmarks/Kelly_County/L513_Radio_Mast_reallife.jpg
L514,?,Washington Beach,Vice Beach,"?, Washington Beach, Vice Beach",1582.7320000000002,2212.813,"6060 Indian Creek Dr, Miami Beach, FL 33140, USA",25.8437621,-80.12180049999999,,landmarks/Vice_Beach/L514_unnamed_ingame.jpg,landmarks/Vice_Beach/L514_unnamed_reallife.jpg
L515,?,,Vice Beach,"?, Vice Beach",1216.1336166304354,2313.736463162142,"10067 Bay Harbor Terrace, Bay Harbor Islands, FL 33154, USA",25.8912183,-80.1316709,,landmarks/Vice_Beach/L515_unnamed_ingame.jpg,landmarks/Vice_Beach/L515_unnamed_reallife.jpg
L516,?,,Vice Beach,"?, Vice Beach",1431.6247833795865,1992.2823138627664,"Bay Harborview Condo, 10140 W Bay Harbor Dr, Bay Harbor Islands, FL 33154, USA",25.8918933,-80.13386799999999,residential,landmarks/Vice_Beach/L516_unnamed_ingame.jpg,landmarks/Vice_Beach/L516_unnamed_reallife.jpg
L517,?,,Vice Beach,"?, Vice Beach",1442.398853590592,1948.7872524194854,"9221 E Bay Harbor Dr, Bay Harbor Islands, FL 33154, USA",25.8829106,-80.1285303,demolished residential,,landmarks/Vice_Beach/L517_unnamed_reallife.jpg
L518,?,,Vice Beach,"?, Vice Beach",1478.1406614196833,2081.0159272395363,"1100 Kane Concourse, Bay Harbor Islands, FL 33154, USA",25.8865427,-80.1313896,,landmarks/Vice_Beach/L518_unnamed_ingame.jpg,landmarks/Vice_Beach/L518_unnamed_reallife.jpg
L519,?,,Vice Beach,"?, Vice Beach",1492.2721904416962,2089.9403219248916,"1065 Kane Concourse, Bay Harbor Islands, FL 33154, USA",25.887059,-80.1306894,,landmarks/Vice_Beach/L519_unnamed_ingame.jpg,landmarks/Vice_Beach/L519_unnamed_reallife.jpg
L520,?,,Vice Beach,"?, Vice Beach",1507.2345699316038,2099.1433166820343,"1150 Kane Concourse, Bay Harbor Islands, FL 33154, USA",25.886433,-80.1323096,,landmarks/Vice_Beach/L520_unnamed_ingame.jpg,landmarks/Vice_Beach/L520_unnamed_reallife.jpg
L521,?,,Mariana County,"?, Mariana County",-4831.012249357973,186.78318333931725,"ValuJet Flight 592 Memorial, US-41, Miami, FL 33194, USA",25.7617681,-80.6720301,events unconfirmed,,landmarks/Mariana_County/L521_unnamed_reallife.jpg
L522,?,Downtown,Vice City,"?, Downtown, Vice City",-547,-25.117999999999967,"109 NE 2nd Ave, Miami, FL 33132, USA",25.775525,-80.1902167,l4,landmarks/Vice_City/L522_unnamed_ingame.jpg,landmarks/Vice_City/L522_unnamed_reallife.jpg
L523,?,Downtown,Vice City,"?, Catalan Blvd, Downtown, Vice City",-462.0619999999999,-245.90650000000002,"50 Biscayne Blvd, Miami, FL 33132, USA",25.772147,-80.1871982,,landmarks/Vice_City/L523_unnamed_ingame.jpg,landmarks/Vice_City/L523_unnamed_reallife.jpg
